paper_name,data_description,natural_language_query,answer,method,data_files,domain,treatment,outcome,control_variables,running_var,temporal_var,state_var,mediator,instrument_var,publication_year,std_error,is_significant,interaction_var
Synthetic Dataset,"This dataset was collected by the National Bank as part of a randomized study to understand the impact of a policy change on the successful repayment of loans. The variables in the dataset include 'age' (denoting the age of the loan applicant), 'income' (denoting the annual income of the borrower), 'home_owner_status' (binary variable, where 1 indicates the borrower owns their home and 0 indicates they do not), 'previous_loan_history' (binary variable, where 1 indicates the borrower has previous loan experience and 0 indicates they do not), 'job_stability' (binary variable, where 1 signifies stable employment and 0 indicates irregular or unstable employment), 'loan_grant' (binary variable, where 1 means the new loan granting policy was applied and 0 means it was not), and 'loan_repayment' (denoting the success rate of loan repayment).",Will a change in the criteria for granting loans by the National Bank boost how successfully borrowers repay their loans?,3.490116611,ols,rct_data_4.csv,economics,loan_grant,loan_repayment,"age, income, home_owner_status, previous_loan_history, job_stability",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Safety and Public Policy (DSPP) through a randomized trial to study the effect of a new public safety funding policy on the perceived safety of residents. The neighborhoods were randomly selected to receive the additional funding ('public_safety_fund'). The age of the participant ('participant_age') and their annual income ('annual_income') are recorded. The crime rate in the neighborhood ('crime_rate') is also recorded. Home ownership status ('home_ownership'), where '0' denotes a renter and '1' denotes a homeowner, as well as employment status ('employment_status'), where '0' denotes unemployed and '1' denotes employed, are binary variables. The education level of the participant ('education_level') is another binary variable, with '0' representing 'high school or less' and '1' representing 'college degree or higher'. The perceived safety satisfaction ('safety_satisfaction') represents the level of satisfaction with community safety.",Can investing more in public safety lower residents' safety concerns in their community?,8.146638275,ols,rct_data_36.csv,policy,public_safety_fund,safety_satisfaction,"participant_age, annual_income, crime_rate, home_ownership, education_level, employment_status",,,,,,2025,,,
Synthetic Dataset,"The dataset is a product of a randomized control trial conducted by the National Institute of Sociology to study the effect of social media usage on political participation. Individuals in the treatment arm were asked to participate in a new social media app designed for participating in political discourse. Individual age ('individual_age') represents the age of the respondent. Education level ('education_level') indicates the highest level of education completed by the respondent on a scale from 1 (no formal education) to 10 (doctoral degree). Household income ('household_income') reflects the total income of the respondent's household. Employment status ('employment_status') indicates the respondent's current employment situation on a scale of 1 to 5, where 1 is unemployed and 5 is full-time employment. Community involvement ('community_involvement') measures the level of respondent's involvement in local community activities. Internet access ('internet_access') and public transport access ('public_transport_access') are binary variables, with 1 indicating access and 0 indicating no access. Social media usage ('social_media_usage') is a binary variable where 1 indicates participation in the social media app and 0 indicates no use. The political participation ('political_participation') measures the level of respondent's involvement in political activities, such as voting, campaigning, or attending public meetings.",Does regular use of social media result in increased involvement in political activities among citizens?,8.108756031,ols,rct_data_16.csv,sociology,social_media_usage,political_participation,"individual_age, education_level, household_income, employment_status, community_involvement, internet_access, public_transport_access",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected in the context of a randomized control trial conducted by a team of psychologists at a renowned university. The study's primary aim was to evaluate the effect of a newly developed anti-anxiety medication on individuals diagnosed with anxiety disorders. The participant's age ('participant_age') and initial cognitive test score ('cognitive_test_score') are used. Whether the participant had been diagnosed with anxiety ('diagnosed_anxiety'; 1 - Yes, 0 - No) and whether they had undergone psychotherapy treatment ('psychotherapy_treatment'; 1 - Yes, 0 - No) are binary variables. The medication intervention ('medication_intervention'; 1 - Given medication, 0 - Given placebo) reflects whether the participant was administered the new anti-anxiety medication or a placebo. The post-treatment anxiety score ('post_treatment_anxiety_score') is a measure of the participant's anxiety level following the intervention, with lower scores indicating reduced anxiety.",Can a new anti-anxiety medication improve anxiety reduction in individuals?,8.906176432,ols,rct_data_12.csv,psychology,medication_intervention,post_treatment_anxiety_score,"participant_age, cognitive_test_score, diagnosed_anxiety, psychotherapy_treatment",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected as part of a nationwide Randomized Control Trial conducted by the National Election Commission. The study aimed to evaluate the impact of a new voter education program on the voting rate, in the context of various demographic factors. The 'age' represents the age of the individual. The 'education_years' indicates the total number of years of formal education completed by the individual. The 'income_level' is the individual's income level. The 'registered_voter' is a binary variable indicating whether or not the individual is a registered voter, with 1 indicating 'Yes' and 0 indicating 'No'. The 'political_affiliation' is a binary variable where 1 represents an affiliation to a major political party and 0 represents no such affiliation. The 'urban_resident' is a binary variable indicating whether the individual resides in an urban or rural area, with 1 for 'Urban' and 0 for 'Rural'. The 'voter_education_program' is a binary variable indicating whether the participant was exposed to the voter education program, with 1 for 'Yes' and 0 for 'No'. The 'voting_rate' represents the percentage of eligible elections in which the individual voted.",Will an increase in voter turnout be achieved by introducing a new voter education program?,6.732305104,ols,rct_data_14.csv,political_science,voter_education_program,voting_rate,"age, education_years, income_level, registered_voter, political_affiliation, urban_resident",,,,,,2025,,,
Synthetic Dataset,"The dataset was collected from a randomized control trial conducted by the Department of Labor, studying the effect of a minimum wage increase on workers' job satisfaction. The 'worker_age' represents the age of the worker. The 'education_years' indicates the total years of formal schooling completed by the worker. The 'previous_income' shows the worker's income before the trial began. The 'working_hours' indicates the number of hours the worker typically works per week. The 'union_membership' is a binary variable indicating whether the worker is part of a union (1) or not (0). The 'job_security' is a binary variable indicating whether the worker has a permanent contract (1) or a temporary contract (0). The 'job_training' is a binary variable indicating whether the worker has undergone job training (1) or not (0). The 'minimum_wage_increase' indicates whether the worker's wage was increased (1) or not (0). The job satisfaction ('job_satisfaction') measures the worker's job satisfaction on a scale from 0 to 100.",Can raising the minimum wage boost job satisfaction among workers?,4.986693134,ols,rct_data_6.csv,labor,minimum_wage_increase,job_satisfaction,"worker_age, education_years, previous_income, working_hours, union_membership, job_security, job_training",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected as part of a randomized study conducted by the National Institute of Sociology. The study aimed to measure the impact of access to broadband internet on political participation. The 'participant_age' represents the age of the study participants. The 'education_years' indicates the total years of formal education completed by the participants. The 'annual_income' indicates the annual income of the participants in USD. The 'gender' is a binary variable with 1 denoting male and 0 denoting female participants. The 'rural_residence' is a binary variable where value 1 indicates that the participant lives in a rural area and 0 indicates urban residence. The 'social_network_size' is a binary variable, with 1 representing a large social network (above median) and 0 a small social network (below median). The 'access_to_broadband' indicates whether the participant was provided with access to broadband internet (1) or not (0). The political participation ('political_participation') represents the frequency of a participant's political activities on a scale of 0 to 100.",Does providing broadband access to individuals lower political disengagement?,8.345326623,ols,rct_data_49.csv,sociology,access_to_broadband,political_participation,"participant_age, education_years, annual_income, gender, rural_residence, social_network_size",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Psychology at a top-tier research university through a randomized experiment. The study included participants of varying ages ('participant_age'), cognitive abilities ('cognitive_test_score'), histories of mood disorders ('mood_disorder_history'), family histories of mental illness ('family_history_of_mental_illness'), and stress levels ('stress_levels'). Additionally, the data also includes whether a participant had visited a psychologist in the past year ('psychologist_visit', binary: 1 indicates a visit, 0 indicates no visit), and whether they were on any psychiatric medication ('medication_usage', binary: 1 indicates usage, 0 indicates no usage). The mindfulness intervention ('mindfulness_intervention') indicates whether the participant was assigned to the mindfulness intervention group (1) or control condition (0). The anxiety levels ('anxiety_levels') is a measure of participants' self-reported anxiety levels post-intervention.",Could offering mindfulness-based programs result in reduced anxiety levels among individuals?,9.123597566,ols,rct_data_20.csv,psychology,mindfulness_intervention,anxiety_levels,"participant_age, cognitive_test_score, mood_disorder_history, family_history_of_mental_illness, stress_levels, psychologist_visit, medication_usage",,,,,,2025,,,
Synthetic Dataset,"The Department of Education conducted a Randomized Control Trial to investigate the impact of an online supplementary education program on students' final grades. The dataset includes variables such as 'student_age' which represents the age of the students in years, 'parents_education_years' which indicates the total years of formal education completed by the parents, and 'classroom_size', indicating the number of students in the class. The 'school_funding_status' is a binary variable where 1 indicates that the school is publicly funded and 0 indicates it is privately funded. The 'tutoring_access' is binary, with 1 indicating that the student has access to tutoring services and 0 indicating otherwise. The 'online_program_participation' is a binary indicator where 1 represents participation in the online program and 0 represents non-participation. The final grade ('final_grade') represents the student's final grade in the subject.",Can participating in an online supplementary program improve students' final grades?,7.620676225,ols,rct_data_58.csv,education,online_program_participation,final_grade,"student_age, parents_education_years, classroom_size, school_funding_status, tutoring_access",,,,,,2025,,,
Synthetic Dataset,"This data was collected in a randomized control trial conducted by the Department of Nutrition at a major university. The study aimed to investigate the impact of a new diet plan on the cholesterol level of patients with a high risk of heart disease. Patient age represents the age of the patients at the time of the study. BMI score indicates the body mass index of each patient. Smoking status and alcohol consumption are binary variables, indicating whether the patient is a smoker (1 for yes, 0 for no) and whether the patient drinks alcohol (1 for yes, 0 for no), respectively. Physical activity is also a binary variable, representing whether the patient engages in regular physical activity (1 for yes, 0 for no). The new_diet_plan is the treatment indicator (binary, 1 if the patient underwent the new diet plan, 0 if not). The cholesterol level shows the patients' cholesterol levels after the completion of the study.",Does following a new diet plan enhance cholesterol reduction?,4.138544101,ols,rct_data_42.csv,healthcare,new_diet_plan,cholesterol_level,"patient_age, bmi_score, smoking_status, alcohol_consumption, physical_activity",,,,,,2025,,,
Synthetic Dataset,"This dataset was compiled by a team of political scientists from various universities who are studying the factors leading to successful campaign outcomes in local elections across the United States. The dataset includes candidate age ('candidate_age'), the candidate's years of political experience ('experience_years'), and the amount of money spent on the campaign ('campaign_spending'). Binary variables include whether the candidate is female ('female_candidate', binary), whether the candidate is from a minority group ('minority_candidate', binary), and whether the candidate is an incumbent ('incumbent_candidate', binary). The social media campaign usage is given by the binary variable, 'social_media_campaign'. The measure of how likely the candidate is to win the election is given by the variable 'election_won'.",Does the use of social media campaigns increase the chances of winning local elections in the United States?,1.578919284,matching,observational_data_55.csv,political_science,social_media_campaign,election_won,"candidate_age, experience_years, campaign_spending, female_candidate, minority_candidate, incumbent_candidate",,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by a group of university researchers aiming to study the effectiveness of cognitive behavioral therapy (CBT) in reducing anxiety levels. Participants of varying ages ('participant_age') were assessed for their stress levels ('stress_score') using a standard psychological stress test, with scores ranging from -4 to 40. They were also asked about their regular participation in mindfulness training ('mindfulness_training') and physical exercise ('physical_exercise'), which were recorded as binary variables (1 for regular participation, 0 for irregular or no participation). The participants' family history of mental health issues ('family_history') was also recorded as a binary variable (1 for presence, 0 for absence). The participants were either assigned to undergo CBT ('cognitive_behavioral_therapy') or not (1 for undergoing therapy, 0 for not). The participants' anxiety level ('anxiety_level') post-intervention was measured using a standard anxiety test.",Can undergoing cognitive behavioral therapy boost anxiety reduction?,9.501849941,matching,observational_data_37.csv,psychology,cognitive_behavioral_therapy,anxiety_level,"participant_age, stress_score, mindfulness_training, physical_exercise, family_history",,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by the Department of Social Services to evaluate the impact of a Universal Basic Income (UBI) program on the monthly income of recipients. The 'recipient_age' is the age of the UBI recipient. The 'previous_month_income' is the income of the recipient from the previous month before the UBI program was implemented. The 'household_size' indicates the number of individuals in the recipient's household. The 'unemployment_duration' is the number of months the recipient has been unemployed. The 'education_years' is the total years of schooling completed by the recipient. The 'rural_residence' is a binary variable indicating whether the recipient resides in a rural area (1) or not (0). The 'previous_beneficiary_status' is a binary variable indicating whether the recipient was a beneficiary of any social welfare program prior to the UBI program (1) or not (0). The 'ubi_receipt' is a binary variable indicating whether the recipient is a beneficiary of the UBI program (1) or not (0). Finally, 'current_month_income' is the recipient's income for the current month after the UBI program was implemented.",Will the introduction of a Universal Basic Income program increase income among recipients?,9.466051917,matching,observational_data_44.csv,policy,ubi_receipt,current_month_income,"recipient_age, previous_month_income, household_size, unemployment_duration, education_years, rural_residence, previous_beneficiary_status",,,,,,2025,,,
Synthetic Dataset,"The Department of Education collected this dataset to study the impact of online learning platforms on students' end-of-year grades. The 'teacher_age' represents the average age of teachers in years. The 'average_study_hours' represents the average number of study hours per week per student. The 'low_income_status' is a binary variable, indicating whether the student comes from a low-income family, with 1 meaning 'Yes' and 0 meaning 'No'. The 'rural_school' is another binary variable, indicating whether the school is located in a rural area, with 1 meaning 'Yes' and 0 meaning 'No'. The 'online_learning' represents whether the student has access to an online learning platform, with 1 meaning 'Yes' and 0 meaning 'No'. The 'end_of_year_grades' represents the student's final grades at the end of the academic year.",Does introducing online learning platforms result in improved final grades?,4.351681816,matching,observational_data_58.csv,education,online_learning,end_of_year_grades,"teacher_age, average_study_hours, low_income_status, rural_school",,,,,,2025,,,
Synthetic Dataset,"The Department of Justice collected this dataset as part of a nationwide study to examine the impact of alternative sentencing programs on recidivism rates among defendants. The 'defendant_age' is the age of the defendant at the time of trial, measured in years. The 'trial_length' represents the length of the trial in days. The 'legal_representation' is a binary variable indicating whether the defendant had legal representation (value of 1) or not (value of 0). The 'prior_convictions' is a binary variable indicating whether the defendant had prior convictions (value of 1) or not (value of 0). The 'violent_crime' is a binary variable indicating whether the defendant was on trial for a violent crime (value of 1) or not (value of 0). The 'alternative_sentencing' is a binary variable, indicating whether the defendant was sentenced to an alternative program (value of 1) or not (value of 0). Lastly, 'recidivism_rate' is a measure of the defendant's likelihood to reoffend.",Can alternative sentencing programs improve defendant rehabilitation outcomes?,8.36667416,matching,observational_data_9.csv,law,alternative_sentencing,recidivism_rate,"defendant_age, trial_length, legal_representation, prior_convictions, violent_crime",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected from a real-world observation of patients in several hospitals across the country. The aim was to study the potential factors influencing heart attack occurrences and the impact of statin treatment on these occurrences. The 'age' represents the age of the patient. The 'blood_pressure' shows the systolic blood pressure of the patient. The 'cholesterol_level' represents the level of cholesterol in the patient's blood. The 'bmi' indicates the Body Mass Index of the patient. The 'smoking_status' is a binary variable where 1 indicates the patient is a smoker and 0 means the patient is a non-smoker. The 'diabetes_status' is a binary variable where 1 means the patient has diabetes and 0 means the patient doesn't. The 'family_history_of_heart_disease' is a binary variable where 1 indicates a positive family history and 0 means no family history of heart disease. The 'statin_treatment' is a binary variable where 1 means the patient has been prescribed statin treatment and 0 means they haven't. Finally, 'heart_attack_occurrence' represents the occurrence of heart attacks, where higher values indicate higher frequency or severity of heart attacks.",Does the prescription of cholesterol-lowering drugs (statins) help reduce the occurrence of heart attacks?,1.303792394,matching,observational_data_1.csv,healthcare,statin_treatment,heart_attack_occurrence,"age, blood_pressure, cholesterol_level, bmi, smoking_status, diabetes_status, family_history_heart_disease",,,,,,2025,,,
Synthetic Dataset,This dataset was gathered by the Department of Housing and Urban Development to examine the relationships between socio-economic factors and home ownership in the United States. The 'age' represents the age of the respondents. The 'education_years' reflects the total years of formal education that respondents have completed. The 'annual_income' indicates the respondent's total annual income in US dollars. The 'gender' denotes whether the respondent is male (1) or female (0). The 'minority_status' indicates whether the respondent belongs to a racial or ethnic minority group (1) or not (0). The 'financial_aid' represents whether the respondent has received any form of financial aid (1) or not (0) for housing. The 'home_ownership' is the percentage of home ownership within the respondent's community.,Does receiving financial aid lower barriers to home ownership in communities?,9.934592328,matching,observational_data_16.csv,sociology,financial_aid,home_ownership,"age, education_years, annual_income, gender, minority_status",,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by the Department of Social Services to assess the impact of a new social welfare policy focused on displaced workers. The data was gathered from the application forms submitted by individuals for the new policy. The 'age_at_application' indicates the age of the applicant at the time of application. The 'prior_experience_years' represents the total years of work experience the applicant has before application, while 'previous_month_income' is the applicant's income in the month before the policy application. The 'dependents_count' is the number of individuals financially dependent on the applicant. The 'unemployed_status' is a binary variable indicating whether the applicant is currently unemployed (1) or not (0). The 'prior_beneficiary_status' refers to whether the applicant has benefited from any social welfare policy before (1) or not (0). The 'policy_enrollment_status' is a binary variable indicating whether the applicant enrolled in the new policy (1) or not (0). The 'post_policy_monthly_income' represents the applicant's income in the month following the policy application or its denial.",What effect does enrolling in the new social welfare policy have on displaced workers' monthly income?,3.068683162,matching,observational_data_11.csv,policy,policy_enrollment_status,post_policy_monthly_income,"age_at_application, prior_experience_years, previous_month_income, dependents_count, unemployed_status, prior_beneficiary_status",,,,,,2025,,,
Synthetic Dataset,"The dataset was collected by the Department of Labor to study the effects of a recent minimum wage increase on the labor market. The 'years_of_experience' represents the number of years of work experience an individual has. The 'hours_per_week' denotes the average hours worked per week by the individual. The 'part_time' is a binary variable indicating whether the job is part-time (1) or full-time (0). The 'job_training' signifies whether the individual has undergone any job-specific training, with 1 for yes and 0 for no. The 'minimum_wage_increase' is a binary variable indicating whether the individual's wage was affected by the minimum wage increase i.e., 1 for an increase and 0 for no change. Finally, 'monthly_income' indicates the individual's monthly income.",How does a rise in the minimum wage impact the monthly income of workers in the labor market?,3.38650213,matching,observational_data_10.csv,labor,minimum_wage_increase,monthly_income,"years_of_experience, hours_per_week, part_time, job_training",,,,,,2025,,,
Synthetic Dataset,"This dataset has been compiled by the Department of Economics in collaboration with the Department of Rural Development to study the impact of a microcredit program on the monthly income of participants in rural areas. The age of participants ('age_of_participant') and their years of working experience ('years_of_experience') are collected. The gender ('gender') is a binary variable denoting whether the participant is male (1) or female (0). Whether the participant lives in a rural area ('rural_residence') is also a binary variable, with 1 indicating rural residence and 0 indicating urban residence. The 'previous_beneficiary' is binary and indicates whether the participant was a beneficiary of any other government program prior to this study (1 for yes, 0 for no). The 'microcredit_participation' is binary and shows whether the participant was part of the microcredit program (1 for yes, 0 for no). The 'monthly_income' represents the participant's monthly income.",Does participating in the microcredit program cause an increase in monthly income?,3.472725008,matching,observational_data_23.csv,economics,microcredit_participation,monthly_income,"age_of_participant, years_of_experience, gender, rural_residence, previous_beneficiary",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the National Political Studies Institute to explore the influence of political campaign exposure on voting behavior. The study aimed to understand the dynamics of voting behavior in a real-world observation scenario. The 'age' represents the age of the voting individual. The 'political_engagement_score' denotes the individual's level of political engagement on a scale of 1 to 100. The 'income' represents the individual's annual income in thousands of dollars. The 'gender' is a binary variable where 0 denotes 'male' and 1 denotes 'female'. The 'minority_status' is a binary variable, with 1 indicating that the individual belongs to a minority group and 0 indicating otherwise. The 'campaign_exposure' is a binary variable where 1 indicates that the individual was exposed to a political campaign and 0 indicates no exposure. The 'voting_behavior' is measured as the likelihood of the individual voting for a specific party, on a scale of 1 to 100.",Can exposure to a political campaign improve an individual's likelihood to vote for a particular political party?,7.703936159,matching,observational_data_47.csv,political_science,campaign_exposure,voting_behavior,"age, political_engagement_score, income, gender, minority_status",,,,,,2025,,,
Synthetic Dataset,"This dataset was collected by the Department of Labor for a study on the economic effects of a job retraining program. The age of the individual is captured in the 'age' column. The 'years_of_experience' column denotes the number of years the individual has spent in their field of work, while 'previous_month_income' represents the income of the individual in the month prior to the study. The 'education_years' column marks the total years of formal education completed by the individual. Gender is a binary variable captured in the 'gender' column, with 1 indicating male and 0 indicating female. The 'rural_residence' column is a binary variable indicating whether the individual resides in a rural area (1 for yes, 0 for no). The 'job_retraining_program' column indicates whether the individual has participated in a job retraining program (1 for yes, 0 for no). The 'current_month_income' indicates the individual's income in the month after the job retraining program.",Does participating in a job retraining program lead to an increase in monthly income?,1.840863219,matching,observational_data_15.csv,economics,job_retraining_program,current_month_income,"age, years_of_experience, previous_month_income, education_years, gender, rural_residence",,,,,,2025,,,
